exam_type,subject,topic,difficulty,question,a,b,c,d,answer
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-33] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Contracts,Hard,[RFBT-34] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-35] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Contracts,Hard,[RFBT-36] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-37] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Partnership,Hard,[RFBT-38] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-39] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-40] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Contracts,Hard,[RFBT-41] Which statement is legally correct under Philippine commercial laws?,A negotiable instrument must contain an unconditional promise or order to pay.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Contracts,Hard,[RFBT-42] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,B
CPA,RFBT,Insurance,Hard,[RFBT-43] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,RFBT,Partnership,Hard,[RFBT-44] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Corporation Law,Hard,[RFBT-45] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Partnership,Hard,[RFBT-46] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Corporation Law,Hard,[RFBT-47] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,General partners are jointly and subsidiarily liable.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,B
CPA,RFBT,Insurance,Hard,[RFBT-48] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A
CPA,RFBT,Insurance,Hard,[RFBT-49] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,RFBT,Contracts,Hard,[RFBT-50] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Insurance,Hard,[RFBT-51] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,C
CPA,RFBT,Corporation Law,Hard,[RFBT-52] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,"Consent, object, and cause are essential requisites of a contract.",Negotiable instruments do not require signatures.,C
CPA,RFBT,Contracts,Hard,[RFBT-53] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Contracts,Hard,[RFBT-54] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Contracts,Hard,[RFBT-55] Which statement is legally correct under Philippine commercial laws?,A negotiable instrument must contain an unconditional promise or order to pay.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-56] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Insurance,Hard,[RFBT-57] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,C
CPA,RFBT,Insurance,Hard,[RFBT-58] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-59] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-60] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Contracts,Hard,[RFBT-61] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,"Consent, object, and cause are essential requisites of a contract.",Negotiable instruments do not require signatures.,C
CPA,RFBT,Corporation Law,Hard,[RFBT-62] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Contracts,Hard,[RFBT-63] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Insurance,Hard,[RFBT-64] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,General partners are jointly and subsidiarily liable.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-65] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Insurance,Hard,[RFBT-66] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Contracts,Hard,[RFBT-67] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Partnership,Hard,[RFBT-68] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-69] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,Only oral agreements are enforceable in commercial transactions.,C
CPA,RFBT,Contracts,Hard,[RFBT-70] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,RFBT,Partnership,Medium,[RFBT-71] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Insurance,Medium,[RFBT-72] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Contracts,Medium,[RFBT-73] Which statement is legally correct under Philippine commercial laws?,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Partnership,Medium,[RFBT-74] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A
CPA,RFBT,Corporation Law,Medium,[RFBT-75] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Partnership,Medium,[RFBT-76] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Contracts,Medium,[RFBT-77] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Insurance,Medium,[RFBT-78] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,General partners are jointly and subsidiarily liable.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Insurance,Medium,[RFBT-79] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Insurance,Medium,[RFBT-80] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,"Consent, object, and cause are essential requisites of a contract.",D
CPA,RFBT,Negotiable Instruments,Medium,[RFBT-81] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Insurance,Medium,[RFBT-82] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Negotiable Instruments,Medium,[RFBT-83] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A
CPA,RFBT,Corporation Law,Medium,[RFBT-84] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,"Consent, object, and cause are essential requisites of a contract.",D
CPA,RFBT,Partnership,Medium,[RFBT-85] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Partnership,Medium,[RFBT-86] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Corporate powers are exercised by the board as a body.,Only oral agreements are enforceable in commercial transactions.,C
CPA,RFBT,Insurance,Medium,[RFBT-87] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,B
CPA,RFBT,Corporation Law,Medium,[RFBT-88] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Negotiable Instruments,Medium,[RFBT-89] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A
CPA,RFBT,Contracts,Medium,[RFBT-90] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Corporation Law,Easy,[RFBT-91] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,"Consent, object, and cause are essential requisites of a contract.",D
CPA,RFBT,Corporation Law,Easy,[RFBT-92] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Negotiable Instruments,Easy,[RFBT-93] Which statement is legally correct under Philippine commercial laws?,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,A
CPA,RFBT,Insurance,Easy,[RFBT-94] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Contracts,Easy,[RFBT-95] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,"Consent, object, and cause are essential requisites of a contract.",D
CPA,RFBT,Corporation Law,Easy,[RFBT-96] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Contracts,Easy,[RFBT-97] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Corporate powers are exercised by the board as a body.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Insurance,Easy,[RFBT-98] Which statement is legally correct under Philippine commercial laws?,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Corporation Law,Easy,[RFBT-99] Which statement is legally correct under Philippine commercial laws?,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,A
CPA,RFBT,Negotiable Instruments,Easy,[RFBT-100] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,Taxation,DST,Hard,"[Taxation-1] Tax base is PHP 1,539,425.00 at 25% rate. Compute tax due.","384,856.25","404,099.06","365,613.44","423,341.87",A
CPA,Taxation,DST,Hard,"[Taxation-2] Tax base is PHP 1,407,662.00 at 30% rate. Compute tax due.","464,528.46","443,413.53","422,298.60","401,183.67",C
CPA,Taxation,VAT,Hard,"[Taxation-3] Tax base is PHP 3,363,234.00 at 3% rate. Compute tax due.","110,986.72","105,941.87","100,897.02","95,852.17",C
CPA,Taxation,Withholding Tax,Hard,"[Taxation-4] Tax base is PHP 2,509,583.00 at 6% rate. Compute tax due.","143,046.23","158,103.73","150,574.98","165,632.48",C
CPA,Taxation,Withholding Tax,Hard,"[Taxation-5] Tax base is PHP 3,272,240.00 at 30% rate. Compute tax due.","932,588.40","1,030,755.60","1,079,839.20","981,672.00",D
CPA,Taxation,Withholding Tax,Hard,"[Taxation-6] Tax base is PHP 1,454,337.00 at 3% rate. Compute tax due.","43,630.11","47,993.13","41,448.60","45,811.62",A
CPA,Taxation,Percentage Tax,Hard,"[Taxation-7] Tax base is PHP 2,524,554.00 at 20% rate. Compute tax due.","555,401.88","530,156.34","504,910.80","479,665.26",C
CPA,Taxation,Income Taxation,Hard,"[Taxation-8] Tax base is PHP 3,122,908.00 at 25% rate. Compute tax due.","819,763.35","741,690.65","858,799.70","780,727.00",D
CPA,Taxation,Percentage Tax,Hard,"[Taxation-9] Tax base is PHP 1,946,042.00 at 30% rate. Compute tax due.","642,193.86","613,003.23","554,621.97","583,812.60",D
CPA,Taxation,Income Taxation,Hard,"[Taxation-10] Tax base is PHP 514,897.00 at 3% rate. Compute tax due.","14,674.56","16,991.61","16,219.26","15,446.91",D
CPA,Taxation,Income Taxation,Hard,"[Taxation-11] Tax base is PHP 1,287,451.00 at 25% rate. Compute tax due.","354,049.03","305,769.61","337,955.89","321,862.75",D
CPA,Taxation,Percentage Tax,Hard,"[Taxation-12] Tax base is PHP 3,363,541.00 at 3% rate. Compute tax due.","110,996.85","100,906.23","95,860.92","105,951.54",B
CPA,Taxation,DST,Hard,"[Taxation-13] Tax base is PHP 269,300.00 at 30% rate. Compute tax due.","76,750.50","80,790.00","88,869.00","84,829.50",B
CPA,Taxation,Income Taxation,Hard,"[Taxation-14] Tax base is PHP 198,463.00 at 25% rate. Compute tax due.","54,577.33","52,096.54","49,615.75","47,134.96",C
CPA,Taxation,Percentage Tax,Hard,"[Taxation-15] Tax base is PHP 2,200,228.00 at 12% rate. Compute tax due.","264,027.36","277,228.73","290,430.10","250,825.99",A
CPA,Taxation,Income Taxation,Hard,"[Taxation-16] Tax base is PHP 231,238.00 at 20% rate. Compute tax due.","46,247.60","43,935.22","48,559.98","50,872.36",A
CPA,Taxation,VAT,Hard,"[Taxation-17] Tax base is PHP 2,050,825.00 at 25% rate. Compute tax due.","563,976.87","538,341.56","487,070.94","512,706.25",D
CPA,Taxation,Income Taxation,Hard,"[Taxation-18] Tax base is PHP 1,659,789.00 at 6% rate. Compute tax due.","109,546.08","99,587.34","104,566.71","94,607.97",B
CPA,Taxation,Percentage Tax,Hard,"[Taxation-19] Tax base is PHP 180,875.00 at 6% rate. Compute tax due.","11,937.74","10,852.50","11,395.12","10,309.88",B
CPA,Taxation,Income Taxation,Hard,"[Taxation-20] Tax base is PHP 2,785,839.00 at 6% rate. Compute tax due.","183,865.38","158,792.82","175,507.86","167,150.34",D
CPA,Taxation,Percentage Tax,Hard,"[Taxation-21] Tax base is PHP 200,449.00 at 12% rate. Compute tax due.","26,459.26","24,053.88","25,256.57","22,851.19",B
CPA,Taxation,VAT,Hard,"[Taxation-22] Tax base is PHP 184,887.00 at 12% rate. Compute tax due.","24,405.08","21,077.12","23,295.76","22,186.44",D
CPA,Taxation,DST,Hard,"[Taxation-23] Tax base is PHP 2,386,610.00 at 20% rate. Compute tax due.","501,188.10","453,455.90","525,054.20","477,322.00",D
CPA,Taxation,Income Taxation,Hard,"[Taxation-24] Tax base is PHP 707,170.00 at 12% rate. Compute tax due.","84,860.40","93,346.44","89,103.42","80,617.38",A
CPA,Taxation,DST,Hard,"[Taxation-25] Tax base is PHP 2,835,527.00 at 30% rate. Compute tax due.","850,658.10","893,191.00","935,723.90","808,125.20",A
CPA,Taxation,Income Taxation,Hard,"[Taxation-26] Tax base is PHP 3,302,999.00 at 12% rate. Compute tax due.","396,359.88","376,541.89","435,995.86","416,177.87",A
CPA,Taxation,Withholding Tax,Hard,"[Taxation-27] Tax base is PHP 621,773.00 at 25% rate. Compute tax due.","170,987.57","163,215.41","155,443.25","147,671.09",C
CPA,Taxation,DST,Hard,"[Taxation-28] Tax base is PHP 2,323,599.00 at 12% rate. Compute tax due.","292,773.47","278,831.88","264,890.29","306,715.06",B
CPA,Taxation,Withholding Tax,Hard,"[Taxation-29] Tax base is PHP 1,105,220.00 at 3% rate. Compute tax due.","34,814.43","33,156.60","36,472.26","31,498.77",B
CPA,Taxation,DST,Hard,"[Taxation-30] Tax base is PHP 2,666,938.00 at 20% rate. Compute tax due.","560,056.98","586,726.36","533,387.60","506,718.22",C
CPA,Taxation,Percentage Tax,Hard,"[Taxation-31] Tax base is PHP 240,340.00 at 30% rate. Compute tax due.","72,102.00","79,312.20","75,707.10","68,496.90",A
CPA,Taxation,Withholding Tax,Hard,"[Taxation-32] Tax base is PHP 2,671,530.00 at 25% rate. Compute tax due.","667,882.50","701,276.62","734,670.74","634,488.38",A
CPA,Taxation,Withholding Tax,Hard,"[Taxation-33] Tax base is PHP 2,974,571.00 at 30% rate. Compute tax due.","981,608.44","936,989.87","847,752.73","892,371.30",D
CPA,Taxation,Percentage Tax,Hard,"[Taxation-34] Tax base is PHP 2,246,268.00 at 6% rate. Compute tax due.","141,514.88","128,037.28","148,253.68","134,776.08",D
CPA,Taxation,Percentage Tax,Hard,"[Taxation-35] Tax base is PHP 2,086,728.00 at 25% rate. Compute tax due.","573,850.20","521,682.00","495,597.90","547,766.10",B
CPA,Taxation,Withholding Tax,Hard,"[Taxation-36] Tax base is PHP 848,834.00 at 25% rate. Compute tax due.","212,208.50","201,598.07","233,429.36","222,818.93",A
CPA,Taxation,DST,Hard,"[Taxation-37] Tax base is PHP 1,853,740.00 at 30% rate. Compute tax due.","528,315.90","583,928.10","556,122.00","611,734.20",C
CPA,Taxation,Income Taxation,Hard,"[Taxation-38] Tax base is PHP 402,056.00 at 30% rate. Compute tax due.","120,616.80","126,647.64","132,678.48","114,585.96",A
CPA,Taxation,VAT,Hard,"[Taxation-39] Tax base is PHP 3,263,551.00 at 3% rate. Compute tax due.","107,697.19","102,801.86","97,906.53","93,011.20",C
CPA,Taxation,Percentage Tax,Hard,"[Taxation-40] Tax base is PHP 3,332,317.00 at 20% rate. Compute tax due.","733,109.74","666,463.40","633,140.23","699,786.57",B
CPA,Taxation,Withholding Tax,Hard,"[Taxation-41] Tax base is PHP 1,041,712.00 at 6% rate. Compute tax due.","59,377.58","68,753.00","65,627.86","62,502.72",D
CPA,Taxation,DST,Hard,"[Taxation-42] Tax base is PHP 1,264,570.00 at 3% rate. Compute tax due.","39,833.96","36,040.24","41,730.82","37,937.10",D
CPA,Taxation,DST,Hard,"[Taxation-43] Tax base is PHP 2,242,897.00 at 3% rate. Compute tax due.","63,922.56","67,286.91","74,015.61","70,651.26",B
CPA,Taxation,VAT,Hard,"[Taxation-44] Tax base is PHP 1,245,221.00 at 6% rate. Compute tax due.","74,713.26","78,448.92","70,977.60","82,184.58",A
CPA,Taxation,VAT,Hard,"[Taxation-45] Tax base is PHP 2,116,546.00 at 3% rate. Compute tax due.","60,321.56","63,496.38","66,671.20","69,846.02",B
CPA,Taxation,Income Taxation,Hard,"[Taxation-46] Tax base is PHP 3,185,682.00 at 20% rate. Compute tax due.","637,136.40","700,850.04","668,993.22","605,279.58",A
CPA,Taxation,Income Taxation,Hard,"[Taxation-47] Tax base is PHP 1,510,251.00 at 12% rate. Compute tax due.","199,353.14","190,291.63","172,168.61","181,230.12",D
CPA,Taxation,VAT,Hard,"[Taxation-48] Tax base is PHP 161,512.00 at 20% rate. Compute tax due.","35,532.64","32,302.40","30,687.28","33,917.52",B
CPA,Taxation,Income Taxation,Hard,"[Taxation-49] Tax base is PHP 1,117,519.00 at 25% rate. Compute tax due.","293,348.74","265,410.76","307,317.73","279,379.75",D
CPA,Taxation,DST,Hard,"[Taxation-50] Tax base is PHP 2,246,772.00 at 3% rate. Compute tax due.","74,143.48","70,773.32","64,033.00","67,403.16",D
CPA,Taxation,Withholding Tax,Hard,"[Taxation-51] Tax base is PHP 2,182,401.00 at 12% rate. Compute tax due.","288,076.94","274,982.53","248,793.71","261,888.12",D
CPA,Taxation,DST,Hard,"[Taxation-52] Tax base is PHP 2,932,907.00 at 20% rate. Compute tax due.","557,252.33","645,239.54","586,581.40","615,910.47",C
CPA,Taxation,DST,Hard,"[Taxation-53] Tax base is PHP 2,631,204.00 at 30% rate. Compute tax due.","828,829.26","868,297.32","789,361.20","749,893.14",C
CPA,Taxation,VAT,Hard,"[Taxation-54] Tax base is PHP 1,217,570.00 at 30% rate. Compute tax due.","347,007.45","401,798.10","365,271.00","383,534.55",C
CPA,Taxation,Percentage Tax,Hard,"[Taxation-55] Tax base is PHP 228,676.00 at 12% rate. Compute tax due.","30,185.24","28,813.18","26,069.06","27,441.12",D
CPA,Taxation,VAT,Hard,"[Taxation-56] Tax base is PHP 2,973,142.00 at 30% rate. Compute tax due.","936,539.73","891,942.60","981,136.86","847,345.47",B
CPA,Taxation,Percentage Tax,Hard,"[Taxation-57] Tax base is PHP 2,409,238.00 at 30% rate. Compute tax due.","758,909.97","686,632.83","722,771.40","795,048.54",C
CPA,Taxation,VAT,Hard,"[Taxation-58] Tax base is PHP 859,957.00 at 3% rate. Compute tax due.","25,798.71","27,088.65","24,508.77","28,378.59",A
CPA,Taxation,Withholding Tax,Hard,"[Taxation-59] Tax base is PHP 2,607,824.00 at 6% rate. Compute tax due.","148,645.97","156,469.44","172,116.38","164,292.91",B
CPA,Taxation,Withholding Tax,Hard,"[Taxation-60] Tax base is PHP 539,037.00 at 3% rate. Compute tax due.","16,171.11","16,979.67","15,362.55","17,788.23",A
CPA,Taxation,Percentage Tax,Hard,"[Taxation-61] Tax base is PHP 1,209,541.00 at 20% rate. Compute tax due.","254,003.61","229,812.79","266,099.02","241,908.20",D
CPA,Taxation,Percentage Tax,Hard,"[Taxation-62] Tax base is PHP 2,710,712.00 at 6% rate. Compute tax due.","170,774.86","162,642.72","154,510.58","178,907.00",B
